0,1,2
,Kyrie Irving,3.5
,Josh Okogie,3.5
,Domantas Sabonis,3.5
,Brook Lopez,3.5
,Kentavious Caldwell-Pope,3.5
,Cameron Johnson,3.5
,Jalen Williams,3.5
,Nicolas Claxton,3.5
,Josh Richardson,3.5
,Trae Young,3.5
,Malcolm Brogdon,3.5
,Kevin Huerter,3.5
,Stephen Curry,3.5
,Bojan Bogdanovic,3.5
