0,1,2
,Coby White,3.5
,Tyrese Haliburton,3.5
,Desmond Bane,3.5
,Lauri Markkanen,3.5
,Wendell Carter Jr,3.5
,Kevin Huerter,3.5
,Herbert Jones,3.5
,Austin Reaves,3.5
,Immanuel Quickley,3.5
,Ivica Zubac,3.5
,Stephen Curry,3.5
,Jalen Johnson,3.5
,Bojan Bogdanovic,3.5
