0,1,2
,Jrue Holiday,3.5
,Buddy Hield,3.5
,Jayson Tatum,3.5
,Brandon Ingram,3.5
,Alperen Sengün,3.5
,Jaylen Brown,3.5
,Victor Wembanyama,3.5
,Scoot Henderson,3.5
,Bennedict Mathurin,3.5
,Paolo Banchero,3.5
,Caleb Martin,3.5
,Jaden McDaniels,3.5
,Malcolm Brogdon,3.5
