0,1,2
,Derrick White,3.5
,Jalen Green,3.5
,Scottie Barnes,3.5
,Ben Simmons,3.5
,Nikola Jokic,3.5
,Tre Jones,3.5
,Jabari Smith Jr.,3.5
,Onyeka Okongwu,3.5
,Andrew Wiggins,3.5
,Cam Thomas,3.5
,Terry Rozier,3.5
,Jakob Poeltl,3.5
,Mitchell Robinson,3.5
,James Harden,3.5
