0,1,2
,Terry Rozier,3.5
,Klay Thompson,3.5
,Deni Avdija,3.5
,Mason Plumlee,3.5
,Jalen Green,3.5
,Jaylen Brown,3.5
,Jrue Holiday,3.5
,Myles Turner,3.5
,Marcus Morris Sr.,3.5
,Aleksej Pokusevski,3.5
,Maxi Kleber,3.5
,LaMelo Ball,3.5
,Desmond Bane,3.5
,Paolo Banchero,3.5
