0,1,2
,Bradley Beal,3.5
,Andrew Wiggins,3.5
,PJ Washington,3.5
,Joel Embiid,3.5
,Donovan Mitchell,3.5
,Kyle Kuzma,3.5
,De'Aaron Fox,3.5
,Deandre Ayton,3.5
,Aaron Gordon,3.5
,Tyler Herro,3.5
,Mitchell Robinson,3.5
,Spencer Dinwiddie,3.5
,Darius Garland,3.5
