0,1,2
,Collin Sexton,3.5
,Fred VanVleet,3.5
,Tobias Harris,3.5
,Myles Turner,3.5
,Rudy Gobert,3.5
,Nickeil Alexander-Walker,3.5
,Joe Harris,3.5
,Jerami Grant,3.5
,Ivica Zubac,3.5
,Precious Achiuwa,3.5
,Deandre Ayton,3.5
,Matisse Thybulle,3.5
,Jordan Poole,3.5
,Klay Thompson,3.5
,T.J. Warren,3.5
