0,1,2
,Damian Lillard,4
,DeMar DeRozan,4
,Tobias Harris,3
,Richaun Holmes,3
,Derrick White,4
,Keldon Johnson,4
,Kristaps Porzingis,4
,Anthony Davis,3
,Collin Sexton,4
,Duncan Robinson,3
,Brook Lopez,4
,Jonas Valanciunas,4
O,Lauri Markkanen,0
X,T.J. Warren,0
