0,1,2
,GP,0
,Luka Doncic,1
,Marvin Bagley III,1
,Kevin Durant,1
,Giannis Antetokounmpo,1
,Kyle Anderson,1
,Mike Conley,1
,Blake Griffin,1
,Ben Simmons,1
,Gordon Hayward,1
,Dennis Schroder,1
,Deni Avdija,1
,Steven Adams,1
,Anthony Edwards,1
