0,1,2
,Jrue Holiday,1
,Khris Middleton,1
,Robert Covington,1
,Davis Bertans,1
,John Collins,1
,Enes Kanter,1
,Mikal Bridges,1
,Brandon Clarke,1
,CJ McCollum,1
,Chris Boucher,1
,Zach LaVine,1
,Jimmy Butler,1
,DeAndre Jordan,1
O,Jaren Jackson Jr.,1
O,Derrick White,1
