0,1,2
,D'Angelo Russell,3.5
,Fred VanVleet,3.5
,Jeremy Lamb,3.5
,Nicolas Batum,3.5
,Nikola Vucevic,3.5
,Jrue Holiday,3.5
,Evan Fournier,3.5
,Kyrie Irving,3.5
,Kemba Walker,3.5
,Robert Williams,3.5
,Devonte' Graham,3.5
,Nikola Jokic,3.5
,Larry Nance Jr.,3.5
,CJ McCollum,3.5
