0,1,2
,Kyle Lowry,3.5
,James Harden,3.5
,Tim Hardaway Jr.,3.5
,Jerami Grant,3.5
,Stephen Curry,3.5
,Victor Oladipo,3.5
,Will Barton,3.5
,Alec Burks,3.5
,Chris Paul,3.5
,Eric Bledsoe,3.5
,Goran Dragic,3.5
,DeMarcus Cousins,3.5
,Thaddeus Young,3.5
