PLAYER	POS	TEAM	GP	MPG	FG%	FGM	FGA	zFG%	FT%	FTM	FTA	zFT%	3PM	z3PM	PTS	zPTS	REB	zREB	AST	zAST	STL	zSTL	BLK	zBLK	TO	zTO	TOTAL
227	Reggie Bullock	SF,PF	DAL	6	31.3	0.362	2.2	6.0	-0.87	0.000	0.0	0.0	0.00	1.5	0.09	5.8	-0.85	3.5	-0.43	1.7	-0.28	0.5	-0.37	0.3	-0.20	0.7	0.62	-2.29
228	Thaddeus Young	PF,C	TOR	6	18.3	0.625	2.5	4.0	0.79	0.398	0.3	0.8	-0.92	0.0	-1.33	5.3	-0.92	3.5	-0.43	1.0	-0.61	1.7	1.83	0.0	-0.82	1.2	0.10	-2.29
229	Nickeil Alexander-Walker	SG,SF	UTA	5	17.0	0.423	2.2	5.2	-0.34	0.750	0.6	0.8	-0.07	0.6	-0.76	5.6	-0.88	1.6	-1.11	2.6	0.14	0.8	0.18	0.4	0.00	0.8	0.52	-2.32
230	Malachi Flynn	PG	TOR	7	25.6	0.334	2.9	8.6	-1.54	0.483	0.1	0.3	-0.25	1.9	0.44	7.7	-0.61	3.1	-0.57	2.4	0.05	0.4	-0.55	0.3	-0.20	0.4	0.93	-2.32
231	Corey Kispert	SG,SF	WAS	7	25.7	0.421	2.7	6.4	-0.43	0.844	1.6	1.9	0.34	1.4	0.03	8.4	-0.52	2.6	-0.75	1.0	-0.61	0.6	-0.18	0.0	-0.82	0.7	0.62	-2.32
232	Terry Rozier	PG,SG	CHA	6	31.4	0.338	4.5	13.3	-2.32	0.883	2.5	2.8	0.84	1.3	-0.07	12.8	0.04	3.7	-0.36	4.5	1.03	0.5	-0.37	0.2	-0.41	2.0	-0.72	-2.33
233	Kira Lewis	PG	NOP	1	16.6	0.429	3.0	7.0	-0.40	0.000	0.0	0.0	0.00	1.0	-0.38	7.0	-0.70	1.0	-1.33	1.0	-0.61	1.0	0.55	0.0	-0.82	0.0	1.34	-2.34
234	James Wiseman	C	GSW	6	12.9	0.656	3.2	4.8	1.15	0.701	1.2	1.7	-0.38	0.2	-1.16	7.7	-0.61	3.5	-0.43	0.5	-0.85	0.2	-0.92	0.5	0.20	0.7	0.62	-2.38
235	Zach Collins	PF,C	SAS	7	20.1	0.628	3.1	5.0	1.01	0.681	2.4	3.6	-1.02	0.4	-0.92	9.1	-0.43	5.7	0.36	1.4	-0.42	0.0	-1.28	0.7	0.61	1.6	-0.31	-2.41
236	Justise Winslow	SF,PF	POR	2	19.0	0.417	2.5	6.0	-0.44	0.000	0.0	0.0	0.00	0.5	-0.85	5.5	-0.89	4.0	-0.25	2.0	-0.14	0.5	-0.37	0.5	0.20	1.0	0.31	-2.43
237	Jaden Ivey	PG,SG	DET	8	28.8	0.449	5.0	11.1	-0.32	0.751	4.9	6.5	-0.55	1.1	-0.26	16.0	0.45	3.0	-0.61	4.1	0.85	0.9	0.37	0.1	-0.61	3.0	-1.76	-2.45
238	Ishmail Wainright	PF	PHX	7	19.0	0.345	1.4	4.1	-0.69	0.509	0.3	0.6	-0.45	0.9	-0.51	4.0	-1.08	3.0	-0.61	1.0	-0.61	1.1	0.73	0.3	-0.20	0.4	0.93	-2.50
239	Jeff Dowtin	PG	TOR	2	8.7	0.600	1.5	2.5	0.40	1.000	1.0	1.0	0.63	0.0	-1.33	4.0	-1.08	1.0	-1.33	1.5	-0.38	1.0	0.55	0.0	-0.82	0.5	0.83	-2.52
240	Derrick Jones Jr	SF,PF	CHI	2	17.7	0.667	3.0	4.5	1.13	1.000	0.5	0.5	0.32	1.0	-0.38	7.5	-0.64	2.5	-0.79	1.5	-0.38	0.0	-1.28	0.0	-0.82	1.0	0.31	-2.52
241	Wenyen Gabriel	PF,C	LAL	7	17.1	0.617	3.0	4.9	0.91	0.667	1.1	1.7	-0.56	0.3	-1.05	7.4	-0.65	5.0	0.11	0.1	-1.03	0.0	-1.28	0.6	0.41	0.7	0.62	-2.53
242	A.J. Green	SG	MIL	1	21.9	0.333	2.0	6.0	-1.09	1.000	1.0	1.0	0.63	2.0	0.57	7.0	-0.70	3.0	-0.61	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.0	1.34	-2.57
243	Georges Niang	SF,PF	PHI	7	21.8	0.372	2.7	7.3	-0.95	1.000	0.9	0.9	0.55	2.0	0.57	8.3	-0.54	2.7	-0.72	0.7	-0.75	0.3	-0.73	0.1	-0.61	0.7	0.62	-2.57
244	Kyle Anderson	SF,PF	MIN	3	26.3	0.316	2.0	6.3	-1.29	0.777	2.3	3.0	-0.03	0.7	-0.69	7.0	-0.70	3.0	-0.61	3.0	0.33	0.7	0.00	0.3	-0.20	0.7	0.62	-2.58
245	Nah'Shon Hyland	PG,SG	DEN	7	19.8	0.352	3.6	10.1	-1.58	1.000	1.0	1.0	0.63	1.9	0.44	10.0	-0.32	2.0	-0.97	3.6	0.61	0.6	-0.18	0.1	-0.61	1.9	-0.62	-2.60
246	Kelly Oubre Jr	SG,SF	CHA	6	30.0	0.391	6.3	16.2	-1.67	0.714	2.5	3.5	-0.66	1.5	0.09	16.7	0.54	3.8	-0.32	1.2	-0.52	1.0	0.55	0.3	-0.20	1.7	-0.41	-2.61
247	Tre Mann	PG,SG	OKL	4	22.4	0.362	4.3	11.8	-1.68	1.000	1.0	1.0	0.63	2.0	0.57	11.5	-0.13	1.8	-1.04	1.8	-0.23	0.5	-0.37	0.3	-0.20	1.5	-0.21	-2.66
248	Grayson Allen	SG,SF	MIL	6	28.2	0.333	2.5	7.5	-1.35	0.830	0.8	1.0	0.14	1.3	-0.07	7.2	-0.68	3.8	-0.32	1.7	-0.28	0.7	0.00	0.2	-0.41	1.0	0.31	-2.66
249	Willy Hernangomez	C	NOP	6	15.4	0.471	2.7	5.7	-0.01	0.786	3.7	4.7	0.08	0.0	-1.33	9.0	-0.45	5.3	0.22	1.3	-0.47	0.2	-0.92	0.7	0.61	1.7	-0.41	-2.68
250	Christian Koloko	C	TOR	5	13.8	0.778	1.4	1.8	0.70	0.667	0.8	1.2	-0.39	0.2	-1.14	3.8	-1.11	2.6	-0.75	0.2	-0.99	0.4	-0.55	0.8	0.82	0.6	0.72	-2.69
251	Troy Brown Jr	SF,PF	LAL	8	17.0	0.461	2.3	4.9	-0.08	1.000	0.3	0.3	0.16	1.5	0.09	6.3	-0.79	2.6	-0.75	0.3	-0.94	0.4	-0.55	0.1	-0.61	0.6	0.72	-2.75
252	Bennedict Mathurin	SG,SF	IND	7	24.6	0.401	4.3	10.7	-0.99	0.876	5.0	5.7	1.58	0.6	-0.79	14.1	0.20	3.1	-0.57	1.0	-0.61	0.4	-0.55	0.1	-0.61	1.7	-0.41	-2.76
253	Shake Milton	PG,SG	PHI	7	23.6	0.480	3.3	6.9	0.07	0.775	1.0	1.3	-0.02	0.9	-0.51	8.4	-0.52	2.3	-0.86	2.4	0.05	0.4	-0.55	0.1	-0.61	1.1	0.21	-2.76
254	Moses Moody	SG,SF	GSW	7	17.9	0.486	2.6	5.3	0.09	0.674	0.3	0.4	-0.13	1.1	-0.25	6.6	-0.75	1.3	-1.22	0.7	-0.75	0.6	-0.18	0.0	-0.82	0.1	1.24	-2.77
255	Thanasis Antetokounmpo	SF,PF	MIL	1	3.1	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	0.0	-1.08	2.0	2.38	0.0	-0.82	0.0	1.34	-2.80
256	Theo Maledon	PG,SG	CHA	8	13.7	0.313	1.3	4.0	-0.84	0.800	2.0	2.5	0.14	0.4	-0.97	4.9	-0.97	2.0	-0.97	3.0	0.33	1.0	0.55	0.1	-0.61	0.8	0.52	-2.82
257	Davis Bertans	PF,C	DAL	7	14.0	0.440	2.1	4.9	-0.21	0.826	0.7	0.9	0.11	1.7	0.29	6.7	-0.74	1.1	-1.29	0.0	-1.08	0.3	-0.73	0.3	-0.20	0.3	1.03	-2.82
258	Larry Nance Jr	PF,C	NOP	2	17.0	0.400	1.0	2.5	-0.25	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	3.0	-0.61	1.5	-0.38	1.0	0.55	0.0	-0.82	0.0	1.34	-2.82
259	Patrick Baldwin Jr	SF	GSW	4	11.5	0.458	2.8	6.0	-0.11	0.500	0.3	0.5	-0.40	2.3	0.80	8.0	-0.57	2.0	-0.97	0.5	-0.85	0.3	-0.73	0.0	-0.82	0.5	0.83	-2.82
260	Edmond Sumner	PG,SG	BRO	6	13.9	0.449	2.2	4.8	-0.15	1.000	1.5	1.5	0.95	0.3	-1.01	6.2	-0.80	1.2	-1.26	2.2	-0.05	0.3	-0.73	0.2	-0.41	0.7	0.62	-2.84
261	PJ Tucker	PF,C	PHI	6	25.3	0.332	0.8	2.5	-0.47	1.000	0.5	0.5	0.32	0.5	-0.85	2.7	-1.25	4.2	-0.18	0.5	-0.85	0.7	0.00	0.3	-0.20	0.7	0.62	-2.86
262	Markieff Morris	PF,C	BRO	2	9.6	0.667	2.0	3.0	0.75	0.000	0.0	0.0	0.00	1.5	0.09	5.5	-0.89	0.5	-1.51	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.0	1.34	-2.93
263	Keon Johnson	SG,SF	POR	4	13.8	0.385	2.5	6.5	-0.74	0.667	0.5	0.8	-0.25	1.0	-0.38	6.5	-0.77	1.5	-1.15	1.3	-0.47	1.0	0.55	0.5	0.20	1.3	0.00	-3.00
264	Svi Mykhailiuk	SG,SF	NYK	1	6.1	0.500	1.0	2.0	0.06	1.000	2.0	2.0	1.27	1.0	-0.38	5.0	-0.96	0.0	-1.69	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.0	1.34	-3.06
265	Harrison Barnes	SF,PF	SAC	6	31.6	0.391	4.2	10.7	-1.12	0.640	2.7	4.2	-1.68	1.2	-0.22	12.2	-0.04	4.8	0.04	1.3	-0.47	1.0	0.55	0.0	-0.82	0.7	0.62	-3.14
266	T.J. McConnell	PG	IND	7	15.9	0.458	2.3	5.0	-0.10	0.000	0.0	0.1	-0.32	0.3	-1.05	4.9	-0.97	2.0	-0.97	4.3	0.94	0.6	-0.18	0.0	-0.82	1.0	0.31	-3.15
267	Rodney McGruder	SG,SF	DET	4	12.1	0.533	2.0	3.8	0.29	0.000	0.0	0.5	-1.13	1.5	0.09	5.5	-0.89	1.5	-1.15	1.0	-0.61	0.8	0.18	0.0	-0.82	0.5	0.83	-3.20
268	Hamidou Diallo	SG,SF	DET	6	13.1	0.587	3.3	5.7	0.85	0.523	1.8	3.5	-2.60	0.2	-1.16	8.7	-0.48	4.0	-0.25	1.2	-0.52	1.0	0.55	0.3	-0.20	0.7	0.62	-3.20
269	Santi Aldama	PF,C	MEM	5	16.7	0.520	2.6	5.0	0.31	0.167	0.2	1.2	-2.12	1.4	0.00	6.8	-0.73	2.8	-0.68	1.0	-0.61	0.2	-0.92	0.8	0.82	0.6	0.72	-3.21
270	Seth Curry	PG,SG	BRO	5	15.9	0.367	2.2	6.0	-0.83	1.000	0.8	0.8	0.51	0.8	-0.57	6.0	-0.83	1.4	-1.18	2.2	-0.05	0.6	-0.18	0.0	-0.82	0.6	0.72	-3.23
271	Usman Garuba	PF,C	HOU	7	14.6	0.376	1.3	3.4	-0.44	0.326	0.1	0.4	-0.56	0.3	-1.05	3.0	-1.21	5.9	0.43	0.9	-0.66	0.6	-0.18	0.3	-0.20	0.7	0.62	-3.26
272	Wesley Matthews	SG,SF	MIL	4	16.1	0.250	0.5	2.0	-0.59	1.000	0.5	0.5	0.32	0.5	-0.85	2.0	-1.34	1.8	-1.04	1.3	-0.47	0.5	-0.37	0.5	0.20	0.5	0.83	-3.31
273	Montrezl Harrell	PF,C	PHI	7	10.9	0.580	2.6	4.4	0.62	0.710	0.7	1.0	-0.20	0.0	-1.33	5.9	-0.84	2.3	-0.86	0.6	-0.80	0.4	-0.55	0.4	0.00	0.7	0.62	-3.34
274	Raul Neto	PG	CLE	3	12.0	0.504	0.7	1.3	0.04	0.000	0.0	0.0	0.00	0.3	-1.01	1.7	-1.38	1.3	-1.22	2.3	0.00	0.7	0.00	0.0	-0.82	0.3	1.03	-3.36
275	Gabe Vincent	PG,SG	MIA	4	22.0	0.406	3.3	8.0	-0.68	0.000	0.0	0.0	0.00	1.3	-0.14	7.8	-0.60	2.0	-0.97	2.0	-0.14	0.5	-0.37	0.0	-0.82	1.0	0.31	-3.41
276	Jericho Sims	C	NYK	8	11.6	0.857	1.5	1.8	0.86	0.000	0.0	0.0	0.00	0.0	-1.33	3.0	-1.21	4.9	0.07	0.1	-1.03	0.1	-1.10	0.1	-0.61	0.4	0.93	-3.42
277	Zion Williamson	PF,C	NOP	4	33.3	0.556	10.0	18.0	1.99	0.679	9.0	13.3	-3.85	0.3	-1.09	29.3	2.14	6.0	0.47	3.8	0.70	1.0	0.55	0.3	-0.20	5.3	-4.13	-3.43
278	Terance Mann	SG,SF	LAC	6	12.3	0.498	1.3	2.7	0.08	1.000	0.3	0.3	0.21	0.5	-0.85	3.5	-1.15	1.7	-1.08	1.3	-0.47	0.7	0.00	0.0	-0.82	0.7	0.62	-3.46
279	Bismack Biyombo	C	PHX	6	15.4	0.590	1.7	2.8	0.42	0.198	0.3	1.7	-2.81	0.0	-1.33	3.7	-1.12	4.2	-0.18	1.0	-0.61	0.7	0.00	1.2	1.64	0.8	0.52	-3.47
280	Pat Connaughton	SG,SF	MIL	6	22.8	0.378	2.3	6.2	-0.76	0.330	0.3	1.0	-1.30	1.7	0.26	6.7	-0.74	4.0	-0.25	1.5	-0.38	0.3	-0.73	0.2	-0.41	0.5	0.83	-3.49
281	Jose Alvarado	PG	NOP	7	21.1	0.288	2.4	8.4	-2.02	0.667	1.1	1.7	-0.56	0.7	-0.65	6.7	-0.74	3.0	-0.61	2.4	0.05	1.6	1.65	0.0	-0.82	1.1	0.21	-3.49
282	Luke Garza	C	DET	4	8.0	0.692	2.3	3.3	0.92	0.875	1.8	2.0	0.55	0.0	-1.33	6.3	-0.79	2.0	-0.97	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.5	0.83	-3.50
283	Romeo Langford	SG,SF	SAS	5	18.0	0.500	2.8	5.6	0.20	0.500	0.2	0.4	-0.32	0.4	-0.95	6.2	-0.80	1.2	-1.26	1.2	-0.52	0.6	-0.18	0.2	-0.41	0.6	0.72	-3.52
284	Christian Braun	SG,SF	DEN	6	17.2	0.543	2.2	4.0	0.36	0.340	0.2	0.5	-0.63	0.7	-0.69	5.2	-0.93	2.2	-0.90	0.5	-0.85	0.3	-0.73	0.5	0.20	0.7	0.62	-3.55
285	Matisse Thybulle	SG,SF	PHI	7	8.4	0.637	1.0	1.6	0.32	0.000	0.0	0.0	0.00	0.6	-0.79	2.6	-1.26	0.9	-1.36	0.4	-0.89	0.3	-0.73	0.3	-0.20	0.0	1.34	-3.58
286	Jonathan Kuminga	PF,C	GSW	7	21.3	0.467	3.0	6.4	-0.05	0.624	2.1	3.4	-1.55	0.1	-1.19	8.3	-0.54	3.9	-0.29	3.3	0.47	0.9	0.37	0.3	-0.20	1.9	-0.62	-3.60
287	Rudy Gay	PF,C	UTA	7	15.2	0.358	1.4	4.0	-0.61	1.000	1.3	1.3	0.82	0.6	-0.79	4.7	-0.99	2.3	-0.86	0.3	-0.94	0.4	-0.55	0.1	-0.61	0.4	0.93	-3.60
288	Boban Marjanovic	C	HOU	3	5.4	0.858	2.0	2.3	1.16	1.000	0.7	0.7	0.43	0.0	-1.33	4.7	-0.99	2.3	-0.86	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.3	1.03	-3.61
289	Cory Joseph	PG,SG	DET	7	14.2	0.332	1.1	3.4	-0.63	0.902	1.3	1.4	0.50	0.3	-1.05	3.9	-1.10	1.6	-1.11	2.4	0.05	0.6	-0.18	0.0	-0.82	0.6	0.72	-3.62
290	Sam Hauser	SF,PF	BOS	6	12.8	0.358	1.7	4.7	-0.70	0.000	0.0	0.3	-0.74	1.2	-0.22	4.5	-1.02	3.2	-0.54	1.2	-0.52	0.5	-0.37	0.2	-0.41	0.5	0.83	-3.69
291	Trendon Watford	PF,C	POR	5	14.8	0.625	2.0	3.2	0.63	0.667	0.8	1.2	-0.39	0.2	-1.14	5.0	-0.96	3.6	-0.39	1.4	-0.42	0.4	-0.55	0.0	-0.82	1.0	0.31	-3.73
292	Danuel House Jr	SF	PHI	6	14.1	0.500	2.0	4.0	0.14	0.602	0.5	0.8	-0.43	0.7	-0.69	5.2	-0.93	2.3	-0.86	1.2	-0.52	0.0	-1.28	0.3	-0.20	0.3	1.03	-3.74
293	Jordan Goodwin	PG	WAS	5	10.2	0.429	1.8	4.2	-0.25	1.000	0.2	0.2	0.13	0.2	-1.14	4.0	-1.08	3.4	-0.47	1.6	-0.33	0.0	-1.28	0.2	-0.41	0.4	0.93	-3.90
294	Josh Okogie	SG,SF	PHX	6	17.1	0.414	2.0	4.8	-0.37	0.665	1.3	2.0	-0.66	0.3	-1.01	5.7	-0.87	3.3	-0.50	1.7	-0.28	0.7	0.00	0.3	-0.20	1.3	0.00	-3.90
295	Devonte' Graham	PG,SG	NOP	7	14.9	0.348	1.3	3.7	-0.61	0.775	1.0	1.3	-0.02	1.0	-0.38	4.6	-1.01	1.7	-1.08	2.0	-0.14	0.1	-1.10	0.1	-0.61	0.3	1.03	-3.91
296	Isaiah Hartenstein	C	NYK	8	16.6	0.417	1.3	3.0	-0.23	0.000	0.0	0.3	-0.56	0.3	-1.09	2.8	-1.24	4.5	-0.07	0.8	-0.70	0.4	-0.55	0.4	0.00	0.8	0.52	-3.93
297	Aaron Holiday	PG	ATL	6	12.2	0.498	1.3	2.7	0.08	0.000	0.0	0.0	0.00	0.7	-0.69	3.3	-1.17	1.0	-1.33	1.3	-0.47	0.3	-0.73	0.0	-0.82	0.2	1.14	-4.00
298	Wendell Carter Jr	PF,C	ORL	3	20.9	0.556	5.0	9.0	0.98	0.500	2.0	4.0	-3.23	1.0	-0.38	13.0	0.06	5.0	0.11	2.3	0.00	0.3	-0.73	0.0	-0.82	1.3	0.00	-4.01
299	Shaedon Sharpe	SG,SF,PF	POR	5	13.9	0.563	1.8	3.2	0.37	1.000	0.4	0.4	0.25	0.6	-0.76	4.6	-1.01	1.8	-1.04	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-4.03
300	DeAndre Jordan	C	DEN	4	10.6	0.625	1.3	2.0	0.38	0.500	0.5	1.0	-0.81	0.0	-1.33	3.0	-1.21	3.5	-0.43	0.3	-0.94	0.5	-0.37	0.3	-0.20	0.5	0.83	-4.08
301	Moses Brown	C	LAC	2	3.2	1.000	0.5	0.5	0.33	1.000	0.5	0.5	0.32	0.0	-1.33	1.5	-1.40	1.5	-1.15	0.0	-1.08	0.5	-0.37	0.0	-0.82	0.0	1.34	-4.16
302	Devon Dotson	PG,SG	CHI	1	3.2	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	1.0	-0.61	1.0	0.55	0.0	-0.82	0.0	1.34	-4.16
303	Garrison Mathews	SG,SF	HOU	5	12.3	0.200	0.6	3.0	-1.07	1.000	0.4	0.4	0.25	0.6	-0.76	2.2	-1.31	1.4	-1.18	1.0	-0.61	0.8	0.18	0.0	-0.82	0.2	1.14	-4.19
304	Goga Bitadze	C	IND	1	10.9	1.000	2.0	2.0	1.36	0.000	0.0	0.0	0.00	0.0	-1.33	4.0	-1.08	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-4.22
305	Theo Pinson	SG,SF	DAL	4	7.4	0.429	0.8	1.8	-0.11	0.500	0.3	0.5	-0.40	0.8	-0.62	2.5	-1.28	2.3	-0.86	0.5	-0.85	0.3	-0.73	0.0	-0.82	0.0	1.34	-4.33
306	Kendrick Nunn	PG,SG	LAL	4	8.8	0.409	2.3	5.5	-0.46	1.000	0.5	0.5	0.32	1.3	-0.14	6.3	-0.79	0.5	-1.51	0.0	-1.08	0.3	-0.73	0.0	-0.82	0.5	0.83	-4.39
307	Davon Reed	SG,SF	DEN	3	6.3	0.504	0.7	1.3	0.04	0.504	0.7	1.3	-1.06	0.3	-1.01	2.3	-1.30	1.3	-1.22	1.0	-0.61	1.0	0.55	0.0	-0.82	0.3	1.03	-4.40
308	Udoka Azubuike	C	UTA	3	5.2	0.752	1.0	1.3	0.47	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	2.7	-0.72	0.7	-0.75	0.0	-1.28	0.0	-0.82	0.0	1.34	-4.42
309	Nathan Knight	PF,C	MIN	5	8.3	0.636	1.4	2.2	0.46	0.800	0.8	1.0	0.06	0.2	-1.14	3.8	-1.11	0.8	-1.40	0.8	-0.70	0.2	-0.92	0.2	-0.41	0.6	0.72	-4.44
310	Caleb Houstan	SF	ORL	4	13.1	0.545	1.5	2.8	0.25	0.000	0.0	0.0	0.00	1.0	-0.38	4.0	-1.08	1.3	-1.22	0.0	-1.08	0.0	-1.28	0.3	-0.20	0.8	0.52	-4.49
311	MarJon Beauchamp	SG,SF,PF	MIL	6	11.9	0.444	2.0	4.5	-0.17	0.515	0.2	0.3	-0.25	1.3	-0.07	5.5	-0.89	1.2	-1.26	0.3	-0.94	0.3	-0.73	0.0	-0.82	0.7	0.62	-4.51
312	McKinley Wright IV	PG	DAL	5	14.7	0.545	1.2	2.2	0.20	0.000	0.0	0.4	-0.90	0.0	-1.33	2.4	-1.29	1.2	-1.26	1.4	-0.42	1.0	0.55	0.2	-0.41	1.0	0.31	-4.55
313	Miles McBride	PG	NYK	8	21.7	0.313	2.0	6.4	-1.32	0.800	1.0	1.3	0.07	1.0	-0.38	6.0	-0.83	0.9	-1.36	1.0	-0.61	0.8	0.18	0.0	-0.82	0.8	0.52	-4.55
314	James Bouknight	PG,SG	CHA	2	3.4	0.333	0.5	1.5	-0.29	0.000	0.0	0.0	0.00	0.5	-0.85	1.5	-1.40	1.0	-1.33	0.5	-0.85	0.5	-0.37	0.0	-0.82	0.0	1.34	-4.56
315	Bryn Forbes	PG,SG	MIN	6	10.8	0.400	1.0	2.5	-0.25	1.000	0.8	0.8	0.53	0.5	-0.85	3.3	-1.17	1.2	-1.26	0.3	-0.94	0.0	-1.28	0.2	-0.41	0.3	1.03	-4.60
316	Juancho Hernangomez	PF,C	TOR	7	16.1	0.318	1.0	3.1	-0.64	0.000	0.0	0.0	0.00	0.4	-0.92	2.4	-1.29	2.4	-0.83	0.3	-0.94	0.3	-0.73	0.3	-0.20	0.4	0.93	-4.62
317	Matt Ryan	SG,SF	LAL	6	7.7	0.333	1.0	3.0	-0.55	1.000	0.3	0.3	0.21	0.7	-0.69	3.0	-1.21	1.2	-1.26	0.5	-0.85	0.2	-0.92	0.2	-0.41	0.3	1.03	-4.64
318	Day'Ron Sharpe	PF,C	BRO	2	3.1	1.000	1.5	1.5	1.02	0.000	0.0	0.0	0.00	0.5	-0.85	3.5	-1.15	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.5	0.83	-4.67
319	Dyson Daniels	SG,SF	NOP	6	16.0	0.200	0.5	2.5	-0.90	0.000	0.0	0.3	-0.74	0.3	-1.01	1.3	-1.43	2.7	-0.72	1.5	-0.38	0.8	0.18	0.3	-0.20	0.8	0.52	-4.68
320	Justin Holiday	SG,SF	ATL	3	6.2	0.288	0.7	2.3	-0.57	0.000	0.0	0.0	0.00	0.7	-0.69	2.0	-1.34	1.0	-1.33	1.0	-0.61	0.0	-1.28	0.3	-0.20	0.0	1.34	-4.69
321	Kemba Walker	PG	DAL	4	15.5	0.316	1.5	4.8	-0.97	0.889	2.0	2.3	0.71	0.5	-0.85	5.5	-0.89	1.5	-1.15	1.3	-0.47	0.0	-1.28	0.0	-0.82	0.3	1.03	-4.70
322	Ziaire Williams	SF	MEM	5	15.9	0.476	2.0	4.2	0.01	0.000	0.0	0.0	0.00	0.6	-0.76	4.6	-1.01	2.0	-0.97	1.2	-0.52	0.4	-0.55	0.0	-0.82	1.4	-0.10	-4.71
323	Zeke Nnaji	PF,C	DEN	5	15.6	0.615	1.6	2.6	0.47	0.667	0.8	1.2	-0.39	0.0	-1.33	4.0	-1.08	2.4	-0.83	0.2	-0.99	0.2	-0.92	0.2	-0.41	0.6	0.72	-4.74
324	Keita Bates-Diop	PF	SAS	4	10.8	0.300	0.8	2.5	-0.57	0.875	1.8	2.0	0.55	0.3	-1.09	3.5	-1.15	2.0	-0.97	0.5	-0.85	0.5	-0.37	0.0	-0.82	0.8	0.52	-4.74
325	Jordan Nwora	SF,PF	MIL	1	3.1	1.000	1.0	1.0	0.67	1.000	1.0	1.0	0.63	0.0	-1.33	3.0	-1.21	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-4.76
326	Terence Davis	SG,SF	SAC	3	11.4	0.250	1.0	4.0	-1.17	0.000	0.0	0.3	-0.74	0.3	-1.01	2.3	-1.30	0.3	-1.58	0.7	-0.75	1.0	0.55	0.7	0.61	0.7	0.62	-4.77
327	Aaron Wiggins	SG,SF	OKL	5	16.4	0.360	1.8	5.0	-0.74	1.000	1.0	1.0	0.63	0.2	-1.14	4.8	-0.98	3.4	-0.47	0.2	-0.99	0.6	-0.18	0.0	-0.82	1.4	-0.10	-4.78
328	Goran Dragic	PG,SG	CHI	6	18.3	0.444	3.3	7.5	-0.27	0.493	0.3	0.7	-0.56	1.5	0.09	8.5	-0.51	1.7	-1.08	1.3	-0.47	0.0	-1.28	0.0	-0.82	1.2	0.10	-4.79
329	Isaiah Jackson	PF,C	IND	3	10.8	0.752	1.0	1.3	0.47	0.752	1.0	1.3	-0.11	0.0	-1.33	3.0	-1.21	3.3	-0.50	0.3	-0.94	0.0	-1.28	0.3	-0.20	1.0	0.31	-4.80
330	Robert Covington	SF,PF	LAC	2	6.1	0.333	0.5	1.5	-0.29	1.000	1.0	1.0	0.63	0.0	-1.33	2.0	-1.34	2.0	-0.97	0.5	-0.85	0.0	-1.28	0.0	-0.82	0.0	1.34	-4.89
331	Nikola Jovic	SF	MIA	3	6.9	0.443	1.3	3.0	-0.12	0.000	0.0	0.0	0.00	0.3	-1.01	3.0	-1.21	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.3	-0.20	0.0	1.34	-4.90
332	Blake Griffin	PF,C	BOS	1	6.2	0.333	1.0	3.0	-0.55	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	0.0	-1.69	0.0	-1.08	1.0	0.55	0.0	-0.82	0.0	1.34	-4.91
333	Frank Ntilikina	PG,SG	DAL	6	15.5	0.477	1.7	3.5	0.01	1.000	0.7	0.7	0.43	0.5	-0.85	4.5	-1.02	1.8	-1.04	0.8	-0.70	0.2	-0.92	0.0	-0.82	1.3	0.00	-4.92
334	Luke Kornet	C	BOS	5	5.9	0.286	0.4	1.4	-0.36	0.000	0.0	0.0	0.00	0.0	-1.33	0.8	-1.49	2.8	-0.68	0.4	-0.89	0.2	-0.92	0.2	-0.41	0.2	1.14	-4.94
335	KZ Okpala	SF,PF	SAC	5	5.7	0.333	0.2	0.6	-0.13	0.000	0.0	0.0	0.00	0.2	-1.14	0.6	-1.52	0.8	-1.40	0.2	-0.99	0.2	-0.92	0.6	0.41	0.6	0.72	-4.95
336	Paul Reed	PF,C	PHI	5	3.5	0.500	0.8	1.6	0.04	0.000	0.0	0.0	0.00	0.0	-1.33	1.6	-1.39	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.6	0.41	0.4	0.93	-5.03
337	Kevin Knox II	SF,PF	DET	7	13.9	0.366	1.6	4.3	-0.60	0.826	0.7	0.9	0.11	0.9	-0.51	4.7	-0.99	2.3	-0.86	0.1	-1.03	0.4	-0.55	0.0	-0.82	1.1	0.21	-5.05
