0,1,2
,Jalen Suggs,3.5
,Bradley Beal,3.5
,Kevin Durant,3.5
,Kyle Kuzma,3.5
,Jarrett Allen,3.5
,Damian Lillard,3.5
,Nemanja Bjelica,3.5
,Dennis Schroder,3.5
,Darius Bazley,3.5
,Aaron Gordon,3.5
,Harrison Barnes,3.5
,Nerlens Noel,3.5
,Jordan Clarkson,3.5
,Kawhi Leonard,3.5
,Jonathan Isaac,3.5
