0,1,2
,Shai Gilgeous-Alexander,3.5
,Khris Middleton,3.5
,Brandon Ingram,3.5
,Mason Plumlee,3.5
,Evan Mobley,3.5
,Danilo Gallinari,3.5
,De'Andre Hunter,3.5
,Alperen Sengun,3.5
,Joel Embiid,3.5
,De'Aaron Fox,3.5
,Chris Paul,3.5
,Isaiah Roby,3.5
,Doug McDermott,3.5
,Ben Simmons,3.5
,Pascal Siakam,3.5
