0,1,2
,Lonzo Ball,3.5
,CJ McCollum,3.5
,LeBron James,3.5
,Chris Boucher,3.5
,Jusuf Nurkic,3.5
,Malik Beasley,3.5
,Domantas Sabonis,3.5
,John Collins,3.5
,Reggie Jackson,3.5
,Alex Caruso,3.5
,Evan Fournier,3.5
,Bojan Bogdanovic,3.5
,Zion Williamson,3.5
,Victor Oladipo,3.5
