PLAYER	POS	TEAM	GP	MPG	FG%	FGM	FGA	zFG%	FT%	FTM	FTA	zFT%	3PM	z3PM	PTS	zPTS	REB	zREB	AST	zAST	STL	zSTL	BLK	zBLK	TO	zTO	TOTAL
235	Marvin Bagley	PF,C	DET	4	22.7	0.452	3.5	7.8		-0.19	0.857	1.5	1.8		0.45	0.3	-1.23	8.8	-0.46	5.0	0.12	0.3	-1.19	0.5	-0.65	0.5	0.00	1.0	0.54	-2.61
236	Deni Avdija	SF,PF	WAS	16	22.4	0.390	2.4	6.3		-0.80	0.793	1.2	1.5		0.07	0.9	-0.56	6.9	-0.72	4.3	-0.15	2.0	-0.35	0.6	-0.44	0.6	0.21	1.4	0.11	-2.63
237	Norman Powell	SG,SF	LAC	17	25.0	0.442	4.5	10.2		-0.43	0.772	2.4	3.1		-0.08	1.3	-0.12	12.8	0.10	2.5	-0.85	1.4	-0.64	0.9	0.22	0.2	-0.64	1.7	-0.22	-2.66
238	JaMychal Green	PF,C	GSW	13	17.0	0.437	2.2	4.9		-0.22	0.805	0.6	0.8		0.06	0.4	-1.09	5.3	-0.94	4.5	-0.08	0.8	-0.94	0.8	0.00	0.5	0.00	1.0	0.54	-2.67
239	Damion Lee	SG,SF	PHX	15	20.2	0.431	2.3	5.3		-0.30	0.860	0.8	0.9		0.25	1.7	0.35	7.1	-0.69	2.9	-0.70	1.0	-0.84	0.5	-0.65	0.0	-1.07	0.6	0.97	-2.68
240	PJ Tucker	PF,C	PHI	16	29.0	0.552	1.7	3.1		0.50	0.760	0.2	0.3		-0.02	0.7	-0.76	4.3	-1.08	4.4	-0.12	0.9	-0.89	0.6	-0.44	0.4	-0.21	1.2	0.32	-2.69
241	Dalano Banton	PG,SG	TOR	15	11.2	0.426	2.3	5.5		-0.36	0.869	0.9	1.1		0.32	0.8	-0.64	6.4	-0.79	1.3	-1.32	1.1	-0.79	0.6	-0.44	0.7	0.43	0.7	0.86	-2.72
242	De'Andre Hunter	SF,PF	ATL	16	31.2	0.448	5.7	12.7		-0.41	0.789	3.1	3.9		0.11	1.4	0.04	15.9	0.53	3.9	-0.31	0.9	-0.89	0.3	-1.09	0.1	-0.85	1.4	0.11	-2.77
243	Will Barton	SG,SF	WAS	16	22.4	0.376	3.1	8.1		-1.26	0.936	0.9	0.9		0.49	1.3	-0.10	8.3	-0.53	3.2	-0.58	2.3	-0.20	0.5	-0.65	0.3	-0.43	1.1	0.43	-2.82
244	Dillon Brooks	SG,SF	MEM	13	30.3	0.388	6.0	15.5		-2.13	0.710	1.7	2.4		-0.56	2.2	0.80	15.8	0.51	3.4	-0.50	2.2	-0.25	0.7	-0.22	0.2	-0.64	1.4	0.11	-2.87
245	Kenrich Williams	SF,PF	OKL	15	20.2	0.493	2.6	5.3		0.27	0.333	0.2	0.6		-0.89	0.6	-0.86	6.0	-0.85	3.9	-0.31	1.5	-0.59	0.7	-0.22	0.2	-0.64	0.4	1.18	-2.90
246	Dwight Powell	C	DAL	12	18.2	0.635	2.3	3.7		1.11	0.760	1.3	1.8		-0.12	0.0	-1.50	6.0	-0.85	3.5	-0.46	0.7	-0.99	0.6	-0.44	0.3	-0.43	0.8	0.75	-2.92
247	Jake LaRavia	SF,PF	MEM	12	17.9	0.439	1.8	4.2		-0.16	1.000	0.4	0.4		0.31	1.1	-0.34	5.2	-0.96	3.4	-0.50	0.8	-0.94	0.5	-0.65	0.3	-0.43	0.8	0.75	-2.92
248	Talen Horton-Tucker	SG,SF	UTA	18	17.2	0.401	2.9	7.3		-0.81	0.773	1.3	1.7		-0.04	0.7	-0.78	7.9	-0.58	2.7	-0.77	2.6	-0.05	0.8	0.00	0.3	-0.43	1.0	0.54	-2.93
249	John Wall	PG	LAC	13	22.2	0.426	4.5	10.5		-0.73	0.587	1.9	3.2		-2.03	0.9	-0.59	11.6	-0.07	2.6	-0.81	5.7	1.48	1.2	0.87	0.2	-0.64	1.9	-0.43	-2.94
250	Keita Bates-Diop	PF	SAS	16	16.4	0.532	3.2	6.0		0.70	0.819	1.1	1.4		0.18	0.4	-1.03	7.9	-0.58	3.0	-0.66	0.7	-0.99	0.6	-0.44	0.1	-0.85	0.9	0.65	-3.02
251	Maxi Kleber	PF,C	DAL	13	24.6	0.385	1.5	4.0		-0.53	0.750	0.7	0.9		-0.09	0.7	-0.76	4.5	-1.05	3.6	-0.43	0.8	-0.94	0.5	-0.65	0.7	0.43	0.6	0.97	-3.06
252	Ty Jerome	PG,SG	GSW	8	15.0	0.533	2.0	3.8		0.47	1.000	1.3	1.3		0.92	0.8	-0.70	6.0	-0.85	1.0	-1.43	1.9	-0.40	0.1	-1.52	0.1	-0.85	0.3	1.29	-3.07
253	Derrick Jones Jr	SF,PF	CHI	14	13.5	0.409	1.4	3.5		-0.31	0.842	1.9	2.2		0.45	0.2	-1.27	4.9	-1.00	2.4	-0.89	0.6	-1.04	0.4	-0.87	0.7	0.43	0.2	1.40	-3.10
254	Josh Green	SG,SF	DAL	15	18.3	0.586	1.8	3.1		0.68	0.658	1.3	1.9		-0.79	0.7	-0.72	5.6	-0.90	2.3	-0.93	0.9	-0.89	1.0	0.44	0.1	-0.85	0.7	0.86	-3.10
255	Terrence Ross	SG,SF	ORL	16	26.0	0.423	3.4	8.1		-0.60	0.747	0.6	0.8		-0.08	1.7	0.31	9.1	-0.42	2.5	-0.85	1.4	-0.64	0.6	-0.44	0.2	-0.64	1.3	0.22	-3.14
256	Killian Hayes	PG,SG	DET	17	22.0	0.317	2.4	7.4		-1.90	0.793	0.7	0.8		0.03	0.7	-0.74	6.1	-0.83	2.5	-0.85	3.6	0.44	1.1	0.65	0.5	0.00	1.5	0.00	-3.19
257	Theo Maledon	PG,SG	CHA	16	14.6	0.492	1.6	3.3		0.19	0.862	0.8	0.9		0.26	0.6	-0.90	4.6	-1.04	2.2	-0.97	2.1	-0.30	0.6	-0.44	0.3	-0.43	1.1	0.43	-3.19
258	Mike Muscala	C	OKL	13	13.2	0.430	2.2	5.0		-0.29	0.748	0.9	1.2		-0.13	1.0	-0.43	6.2	-0.82	3.7	-0.39	0.8	-0.94	0.1	-1.52	0.6	0.21	0.5	1.08	-3.22
259	Terance Mann	SG,SF	LAC	17	18.5	0.598	2.7	4.5		1.07	0.710	0.9	1.2		-0.29	0.4	-1.06	6.7	-0.75	2.9	-0.70	1.4	-0.64	0.4	-0.87	0.2	-0.64	0.9	0.65	-3.24
260	Jordan McLaughlin	PG	MIN	14	15.8	0.397	1.4	3.4		-0.38	1.000	0.4	0.4		0.32	0.2	-1.27	3.4	-1.21	1.7	-1.16	3.8	0.54	0.7	-0.22	0.1	-0.85	0.6	0.97	-3.26
261	Goran Dragic	PG,SG	CHI	16	19.2	0.448	3.5	7.8		-0.23	0.672	0.9	1.3		-0.47	1.4	-0.02	9.3	-0.39	1.9	-1.08	3.8	0.54	0.3	-1.09	0.2	-0.64	1.4	0.11	-3.28
262	Dewayne Dedmon	C	MIA	13	12.4	0.603	2.5	4.1		1.00	0.740	1.1	1.5		-0.20	0.5	-0.92	6.5	-0.78	3.2	-0.58	0.6	-1.04	0.1	-1.52	0.4	-0.21	0.6	0.97	-3.28
263	Aaron Nesmith	SG,SF	IND	11	20.1	0.396	2.5	6.2		-0.73	0.761	1.2	1.6		-0.10	1.3	-0.14	7.4	-0.65	2.8	-0.74	1.4	-0.64	0.3	-1.09	0.6	0.21	1.0	0.54	-3.33
264	Jaylen Nowell	PG,SG	MIN	16	17.2	0.416	4.1	9.8		-0.84	0.763	1.0	1.3		-0.07	1.2	-0.22	10.3	-0.25	2.6	-0.81	2.1	-0.30	0.5	-0.65	0.1	-0.85	0.9	0.65	-3.36
265	Christian Koloko	C	TOR	17	17.6	0.457	1.5	3.4		-0.02	0.636	1.1	1.8		-0.84	0.0	-1.50	4.2	-1.10	3.6	-0.43	0.5	-1.09	0.2	-1.31	1.4	1.92	0.6	0.97	-3.38
266	Cameron Thomas	SG,SF	BRO	11	18.4	0.387	2.6	6.8		-0.92	0.843	2.9	3.5		0.73	0.6	-0.91	8.7	-0.47	1.6	-1.20	2.1	-0.30	0.7	-0.22	0.2	-0.64	1.0	0.54	-3.38
267	Daniel Gafford	C	WAS	16	13.5	0.733	2.1	2.8		1.34	0.624	1.1	1.8		-0.94	0.0	-1.50	5.3	-0.94	3.5	-0.46	0.5	-1.09	0.3	-1.09	0.9	0.85	1.1	0.43	-3.40
268	Jalen Duren	PF,C	DET	14	21.5	0.572	2.9	5.0		0.94	0.424	1.0	2.4		-2.81	0.0	-1.50	6.7	-0.75	7.4	1.05	0.3	-1.19	0.4	-0.87	1.1	1.28	1.1	0.43	-3.41
269	Dyson Daniels	SG,SF	NOP	8	12.6	0.455	1.3	2.8		-0.01	0.630	0.6	1.0		-0.50	0.5	-0.96	3.6	-1.18	3.4	-0.50	1.1	-0.79	0.5	-0.65	0.5	0.00	0.4	1.18	-3.42
270	RJ Barrett	SG,SF	NYK	16	34.3	0.395	6.5	16.4		-2.06	0.756	3.9	5.1		-0.41	1.4	0.04	18.3	0.86	5.0	0.12	3.0	0.15	0.5	-0.65	0.1	-0.85	2.1	-0.65	-3.45
271	Reggie Bullock	SF,PF	DAL	15	29.2	0.317	1.8	5.7		-1.44	0.574	0.3	0.5		-0.32	1.4	0.00	5.3	-0.94	3.1	-0.62	1.1	-0.79	1.0	0.44	0.1	-0.85	0.5	1.08	-3.45
272	Nassir Little	SF,PF	POR	16	14.7	0.507	2.3	4.6		0.35	0.690	0.7	1.0		-0.30	0.9	-0.49	6.3	-0.80	2.6	-0.81	0.9	-0.89	0.4	-0.87	0.2	-0.64	0.6	0.97	-3.49
273	Trendon Watford	PF,C	POR	7	15.3	0.477	1.4	3.0		0.10	0.902	1.3	1.4		0.58	0.0	-1.50	4.1	-1.11	2.6	-0.81	2.0	-0.35	0.9	0.22	0.0	-1.07	1.1	0.43	-3.51
274	Robert Covington	SF,PF	LAC	10	13.1	0.367	1.1	3.0		-0.48	0.875	0.7	0.8		0.25	0.7	-0.75	3.6	-1.18	3.2	-0.58	0.9	-0.89	0.3	-1.09	0.6	0.21	0.7	0.86	-3.63
275	Lindy Waters	SG,SF	OKL	4	15.3	0.318	1.8	5.5		-1.38	0.000	0.0	0.0		0.00	1.5	0.11	5.0	-0.98	2.5	-0.85	0.5	-1.09	0.8	0.00	0.0	-1.07	0.0	1.61	-3.66
276	Isaiah Livers	SG,SF	DET	15	18.8	0.355	1.7	4.9		-0.91	0.770	0.9	1.1		-0.04	1.3	-0.07	5.7	-0.89	2.6	-0.81	0.6	-1.04	0.5	-0.65	0.4	-0.21	0.6	0.97	-3.66
277	Naji Marshall	SG,SF	NOP	16	20.1	0.420	2.4	5.8		-0.44	0.763	1.0	1.3		-0.07	0.8	-0.70	6.6	-0.76	2.8	-0.74	1.6	-0.54	0.6	-0.44	0.2	-0.64	0.9	0.65	-3.68
278	Nikola Jovic	SF	MIA	6	13.0	0.462	2.0	4.3		0.00	0.931	2.2	2.3		1.18	0.5	-0.96	6.7	-0.75	1.8	-1.12	0.3	-1.19	0.5	-0.65	0.0	-1.07	0.7	0.86	-3.70
279	Chris Duarte	SG,SF	IND	9	19.6	0.394	3.1	7.9		-0.97	0.917	1.2	1.3		0.61	1.4	0.04	8.9	-0.44	2.1	-1.01	1.0	-0.84	0.1	-1.52	0.4	-0.21	0.9	0.65	-3.71
280	Lamar Stevens	SG,SF	CLE	6	19.3	0.366	1.8	5.0		-0.84	0.835	1.7	2.0		0.37	0.3	-1.14	5.7	-0.89	2.7	-0.77	0.3	-1.19	0.0	-1.74	1.0	1.07	0.2	1.40	-3.74
281	Jordan Nwora	SF,PF	MIL	15	19.3	0.343	2.3	6.8		-1.44	0.907	1.3	1.4		0.59	1.3	-0.07	7.3	-0.67	3.9	-0.31	1.1	-0.79	0.3	-1.09	0.2	-0.64	0.9	0.65	-3.77
282	Jeff Green	PF,C	DEN	15	21.0	0.523	3.1	5.9		0.60	0.762	1.7	2.3		-0.14	0.3	-1.14	8.2	-0.54	2.7	-0.77	1.3	-0.69	0.4	-0.87	0.2	-0.64	1.1	0.43	-3.77
283	Derrick Rose	PG	NYK	16	13.6	0.405	2.6	6.5		-0.67	1.000	0.6	0.6		0.46	0.9	-0.49	6.8	-0.74	1.6	-1.20	2.3	-0.20	0.3	-1.09	0.3	-0.43	1.0	0.54	-3.82
284	Doug McDermott	PF	SAS	16	20.7	0.448	3.6	7.9		-0.24	0.670	0.6	0.9		-0.34	2.0	0.64	9.8	-0.32	1.9	-1.08	1.1	-0.79	0.1	-1.52	0.2	-0.64	1.1	0.43	-3.87
285	Chimezie Metu	PF,C	SAC	10	12.2	0.538	2.1	3.9		0.52	0.857	0.6	0.7		0.18	0.2	-1.28	5.0	-0.98	2.7	-0.77	0.9	-0.89	0.5	-0.65	0.1	-0.85	0.7	0.86	-3.88
286	Paul Reed	PF,C	PHI	13	8.0	0.309	0.4	1.2		-0.28	0.000	0.0	0.0		0.00	0.0	-1.50	0.8	-1.57	2.2	-0.97	0.3	-1.19	1.0	0.44	0.4	-0.21	0.2	1.40	-3.88
287	Trey Lyles	PF,C	SAC	12	15.0	0.409	2.4	5.9		-0.57	0.664	0.8	1.3		-0.48	1.5	0.11	7.2	-0.68	2.7	-0.77	0.8	-0.94	0.4	-0.87	0.4	-0.21	1.0	0.54	-3.88
288	Juancho Hernangomez	PF,C	TOR	10	14.5	0.467	1.4	3.0		0.04	0.333	0.1	0.3		-0.45	0.4	-1.07	3.3	-1.22	3.5	-0.46	1.0	-0.84	0.7	-0.22	0.2	-0.64	0.6	0.97	-3.89
289	DeAndre Jordan	C	DEN	13	14.9	0.791	2.3	2.9		1.68	0.448	0.7	1.5		-1.71	0.1	-1.41	5.4	-0.93	5.3	0.23	0.9	-0.89	0.2	-1.31	0.7	0.43	1.5	0.00	-3.90
290	Evan Fournier	SG,SF	NYK	13	20.0	0.344	2.4	6.9		-1.45	0.812	0.7	0.9		0.09	1.5	0.06	6.9	-0.72	2.1	-1.01	1.7	-0.49	0.7	-0.22	0.2	-0.64	1.1	0.43	-3.94
291	T.J. McConnell	PG	IND	14	16.2	0.398	1.8	4.5		-0.50	0.667	0.1	0.2		-0.08	0.0	-1.50	3.7	-1.17	2.1	-1.01	3.6	0.44	1.1	0.65	0.3	-0.43	1.9	-0.43	-4.01
292	Landry Shamet	SG	PHX	9	16.3	0.399	2.2	5.6		-0.62	0.847	1.2	1.4		0.32	1.3	-0.07	7.0	-0.71	0.7	-1.55	1.2	-0.74	0.6	-0.44	0.1	-0.85	0.9	0.65	-4.01
293	Aaron Holiday	PG	ATL	16	18.0	0.418	1.8	4.2		-0.32	0.893	0.5	0.6		0.21	0.5	-0.96	4.5	-1.05	1.4	-1.28	1.6	-0.54	0.7	-0.22	0.2	-0.64	0.8	0.75	-4.05
294	Patty Mills	PG,SG	BRO	16	11.7	0.414	1.6	3.9		-0.32	1.000	0.6	0.6		0.46	1.2	-0.22	5.1	-0.97	0.8	-1.51	0.9	-0.89	0.3	-1.09	0.1	-0.85	0.3	1.29	-4.11
295	Danuel House Jr	SF	PHI	14	19.4	0.440	1.6	3.6		-0.13	0.754	0.9	1.1		-0.10	0.8	-0.65	4.8	-1.01	2.1	-1.01	0.9	-0.89	0.4	-0.87	0.3	-0.43	0.6	0.97	-4.11
296	Jalen Johnson	PF,C	ATL	16	13.3	0.436	1.7	3.9		-0.17	0.670	0.6	0.9		-0.34	0.2	-1.29	4.2	-1.10	3.0	-0.66	0.7	-0.99	0.7	-0.22	0.3	-0.43	0.5	1.08	-4.12
297	Devonte' Graham	PG,SG	NOP	16	14.9	0.390	1.4	3.7		-0.45	0.667	0.5	0.8		-0.28	1.3	-0.16	4.6	-1.04	1.1	-1.39	2.1	-0.30	0.4	-0.87	0.1	-0.85	0.4	1.18	-4.17
298	Nerlens Noel	C	DET	5	11.9	0.333	0.8	2.4		-0.51	0.750	0.6	0.8		-0.08	0.0	-1.50	2.2	-1.37	3.6	-0.43	0.6	-1.04	0.8	0.00	0.4	-0.21	0.6	0.97	-4.17
299	James Wiseman	C	GSW	11	13.4	0.588	2.7	4.6		1.01	0.651	1.4	2.1		-0.90	0.0	-1.50	6.8	-0.74	3.8	-0.35	1.0	-0.84	0.1	-1.52	0.4	-0.21	0.7	0.86	-4.19
300	Isaiah Mobley	PF	CLE	2	4.5	0.667	1.0	1.5		0.57	0.000	0.0	0.0		0.00	0.5	-0.96	2.5	-1.33	2.0	-1.05	0.0	-1.33	0.5	-0.65	0.0	-1.07	0.0	1.61	-4.21
301	Cedi Osman	SG,SF	CLE	15	19.9	0.452	2.8	6.2		-0.14	0.706	1.1	1.6		-0.39	1.3	-0.14	8.0	-0.57	2.3	-0.93	1.8	-0.44	0.1	-1.52	0.1	-0.85	0.8	0.75	-4.24
302	Gorgui Dieng	C	SAS	8	9.4	0.417	1.3	3.0		-0.22	0.760	0.4	0.5		-0.03	0.8	-0.70	3.6	-1.18	2.3	-0.93	1.6	-0.54	0.1	-1.52	0.6	0.21	0.9	0.65	-4.26
303	Wesley Matthews	SG,SF	MIL	13	16.3	0.293	1.1	3.7		-1.07	0.826	0.4	0.5		0.07	0.9	-0.59	3.4	-1.21	2.3	-0.93	0.6	-1.04	0.7	-0.22	0.3	-0.43	0.5	1.08	-4.33
304	Davion Mitchell	PG,SG	SAC	14	19.3	0.476	2.8	5.9		0.12	0.674	0.3	0.4		-0.15	0.9	-0.50	6.8	-0.74	1.3	-1.32	2.0	-0.35	0.4	-0.87	0.1	-0.85	1.2	0.32	-4.33
305	Udoka Azubuike	C	UTA	5	4.0	0.833	1.0	1.2		0.81	0.000	0.0	0.0		0.00	0.0	-1.50	2.0	-1.40	1.8	-1.12	0.2	-1.24	0.4	-0.87	0.4	-0.21	0.4	1.18	-4.34
306	Garrett Temple	SG,SF	NOP	2	10.3	0.500	1.0	2.0		0.16	0.000	0.0	0.0		0.00	1.0	-0.43	3.0	-1.26	0.5	-1.63	0.5	-1.09	0.5	-0.65	0.0	-1.07	0.0	1.61	-4.35
307	Moses Moody	SG,SF	GSW	14	15.8	0.407	1.9	4.6		-0.44	0.816	0.9	1.1		0.14	1.0	-0.43	5.6	-0.90	1.9	-1.08	0.6	-1.04	0.4	-0.87	0.4	-0.21	1.1	0.43	-4.41
308	Payton Pritchard	PG	BOS	9	11.4	0.475	2.2	4.7		0.10	0.500	0.2	0.4		-0.41	1.0	-0.43	5.7	-0.89	2.0	-1.05	1.3	-0.69	0.6	-0.44	0.0	-1.07	1.1	0.43	-4.43
309	Max Christie	SG	LAL	8	11.5	0.469	1.0	2.1		0.06	0.760	0.4	0.5		-0.03	0.8	-0.70	3.1	-1.25	2.6	-0.81	0.5	-1.09	0.4	-0.87	0.0	-1.07	0.3	1.29	-4.47
310	Bryce McGowens	SG,SF	CHA	5	6.0	0.556	1.0	1.8		0.33	1.000	1.0	1.0		0.73	0.2	-1.28	3.2	-1.23	0.4	-1.67	0.2	-1.24	0.4	-0.87	0.2	-0.64	0.2	1.40	-4.47
311	Anthony Gill	PF,C	WAS	13	13.3	0.568	1.6	2.9		0.55	1.000	0.5	0.5		0.34	0.2	-1.34	3.8	-1.15	1.8	-1.12	0.7	-0.99	0.2	-1.31	0.1	-0.85	0.2	1.40	-4.48
312	James Johnson	PF,C	IND	4	11.6	0.417	1.3	3.0		-0.22	0.000	0.0	0.0		0.00	0.3	-1.23	2.8	-1.29	1.8	-1.12	1.0	-0.84	0.3	-1.09	0.5	0.00	0.3	1.29	-4.50
313	Justin Holiday	SG,SF	ATL	15	17.7	0.384	2.2	5.7		-0.79	0.000	0.0	0.0		0.00	1.3	-0.07	5.7	-0.89	1.1	-1.39	1.0	-0.84	0.3	-1.09	0.3	-0.43	0.6	0.97	-4.54
314	Daishen Nix	SG	HOU	14	14.5	0.371	1.1	3.1		-0.46	0.724	0.2	0.3		-0.05	0.9	-0.50	3.4	-1.21	1.4	-1.28	2.1	-0.30	0.7	-0.22	0.2	-0.64	1.4	0.11	-4.55
315	Serge Ibaka	PF,C	MIL	13	11.9	0.548	1.8	3.2		0.50	0.635	0.5	0.9		-0.41	0.5	-1.01	4.5	-1.05	3.1	-0.62	0.3	-1.19	0.0	-1.74	0.5	0.00	0.6	0.97	-4.55
316	Isaiah Roby	PF,C	SAS	12	12.1	0.426	1.7	3.9		-0.24	0.496	0.6	1.2		-1.11	0.6	-0.88	4.5	-1.05	2.3	-0.93	1.3	-0.69	0.5	-0.65	0.4	-0.21	0.4	1.18	-4.58
317	Rudy Gay	PF,C	UTA	12	15.7	0.362	1.8	4.8		-0.84	0.500	0.3	0.5		-0.47	0.8	-0.70	4.5	-1.05	3.4	-0.50	0.8	-0.94	0.4	-0.87	0.5	0.00	0.8	0.75	-4.62
318	Moussa Diabaté	PF	LAC	2	3.1	1.000	0.5	0.5		0.52	1.000	0.5	0.5		0.37	0.0	-1.50	1.5	-1.47	1.0	-1.43	0.5	-1.09	0.5	-0.65	0.0	-1.07	0.0	1.61	-4.71
319	Matisse Thybulle	SG,SF	PHI	15	11.9	0.283	0.5	1.9		-0.54	0.350	0.1	0.2		-0.29	0.2	-1.28	1.3	-1.50	1.3	-1.32	0.5	-1.09	0.9	0.22	0.3	-0.43	0.1	1.51	-4.72
320	Khem Birch	C	TOR	7	6.9	0.623	0.7	1.1		0.36	1.000	0.3	0.3		0.21	0.1	-1.35	1.9	-1.41	1.0	-1.43	0.4	-1.14	0.6	-0.44	0.1	-0.85	0.3	1.29	-4.76
321	McKinley Wright IV	PG	DAL	1	5.0	0.250	1.0	4.0		-1.46	0.000	0.0	0.0		0.00	0.0	-1.50	2.0	-1.40	2.0	-1.05	2.0	-0.35	1.0	0.44	0.0	-1.07	0.0	1.61	-4.77
322	Christian Braun	SG,SF	DEN	14	15.4	0.446	1.5	3.4		-0.08	0.563	0.4	0.6		-0.46	0.4	-1.04	3.8	-1.15	2.2	-0.97	1.1	-0.79	0.4	-0.87	0.2	-0.64	0.4	1.18	-4.82
323	Bryn Forbes	PG,SG	MIN	8	10.7	0.311	1.1	3.6		-0.94	1.000	0.5	0.5		0.37	0.5	-0.96	3.3	-1.22	0.6	-1.59	1.0	-0.84	0.9	0.22	0.0	-1.07	0.4	1.18	-4.85
324	Taj Gibson	PF,C	WAS	7	6.2	0.382	0.7	1.9		-0.22	1.000	0.6	0.6		0.42	0.1	-1.35	2.1	-1.39	2.0	-1.05	0.6	-1.04	0.3	-1.09	0.3	-0.43	0.3	1.29	-4.85
325	Eugene Omoruyi	SG	OKL	6	11.4	0.577	2.5	4.3		0.86	0.639	1.2	1.8		-0.86	1.0	-0.43	7.2	-0.68	2.0	-1.05	0.3	-1.19	0.2	-1.31	0.0	-1.07	0.7	0.86	-4.85
326	Cory Joseph	PG,SG	DET	12	12.4	0.393	1.1	2.8		-0.31	0.815	0.8	0.9		0.11	0.6	-0.88	3.5	-1.19	0.9	-1.47	2.4	-0.15	0.2	-1.31	0.1	-0.85	0.4	1.18	-4.87
327	Noah Vonleh	PF,C	BOS	12	10.6	0.525	0.8	1.6		0.21	1.000	0.2	0.2		0.12	0.1	-1.41	1.9	-1.41	3.0	-0.66	0.3	-1.19	0.2	-1.31	0.5	0.00	0.8	0.75	-4.89
328	Joshua Primo	SG,SF	SAS	4	23.3	0.346	2.3	6.5		-1.33	0.778	1.8	2.3		-0.02	0.8	-0.70	7.0	-0.71	3.3	-0.54	4.5	0.89	0.3	-1.09	0.5	0.00	2.8	-1.40	-4.89
329	Day'Ron Sharpe	PF,C	BRO	11	9.2	0.441	1.0	2.3		-0.05	0.670	0.7	1.1		-0.40	0.1	-1.40	2.8	-1.29	3.2	-0.58	0.8	-0.94	0.3	-1.09	0.5	0.00	0.7	0.86	-4.90
330	Goga Bitadze	C	IND	9	11.9	0.520	1.6	3.0		0.32	0.500	0.8	1.6		-1.46	0.1	-1.38	4.0	-1.12	3.0	-0.66	1.3	-0.69	0.4	-0.87	0.6	0.21	0.8	0.75	-4.90
331	MarJon Beauchamp	SG,SF,PF	MIL	12	18.5	0.382	2.4	6.3		-0.90	0.699	0.6	0.8		-0.22	1.0	-0.43	6.4	-0.79	3.7	-0.39	0.5	-1.09	0.5	-0.65	0.2	-0.64	1.3	0.22	-4.90
332	Richaun Holmes	PF,C	SAC	9	12.0	0.730	1.8	2.4		1.16	0.657	0.4	0.7		-0.28	0.1	-1.38	4.1	-1.11	2.7	-0.77	0.0	-1.33	0.2	-1.31	0.1	-0.85	0.6	0.97	-4.91
333	George Hill	PG,SG	MIL	15	22.0	0.386	1.7	4.3		-0.57	0.718	1.5	2.1		-0.44	0.6	-0.86	5.5	-0.92	1.8	-1.12	2.6	-0.05	0.4	-0.87	0.1	-0.85	0.8	0.75	-4.93
334	David Roddy	SF,PF	MEM	16	17.5	0.371	2.1	5.6		-0.90	0.691	0.6	0.8		-0.24	0.8	-0.70	5.4	-0.93	2.6	-0.81	0.6	-1.04	0.4	-0.87	0.3	-0.43	0.6	0.97	-4.94
335	Raul Neto	PG	CLE	9	10.7	0.384	1.1	2.9		-0.37	1.000	0.7	0.7		0.49	0.3	-1.14	3.2	-1.23	1.3	-1.32	1.4	-0.64	0.4	-0.87	0.0	-1.07	0.4	1.18	-4.97
336	Duncan Robinson	SG,SF	MIA	15	17.4	0.344	2.1	6.2		-1.30	0.896	0.6	0.7		0.26	1.4	0.00	6.3	-0.80	2.3	-0.93	1.4	-0.64	0.1	-1.52	0.0	-1.07	0.6	0.97	-5.04
337	Garrison Mathews	SG,SF	HOU	14	12.1	0.325	1.1	3.3		-0.76	1.000	0.6	0.6		0.42	1.1	-0.35	3.8	-1.15	0.8	-1.51	0.4	-1.14	0.4	-0.87	0.1	-0.85	0.4	1.18	-5.04
338	Facundo Campazzo	PG	DAL	5	8.6	0.182	0.4	2.2		-1.04	0.000	0.0	0.0		0.00	0.4	-1.07	1.2	-1.51	0.4	-1.67	1.6	-0.54	1.2	0.87	0.0	-1.07	0.6	0.97	-5.05
339	Isaiah Joe	PG,SG	OKL	11	6.1	0.520	1.2	2.3		0.26	0.703	0.5	0.6		-0.16	0.7	-0.72	3.5	-1.19	1.1	-1.39	0.5	-1.09	0.3	-1.09	0.1	-0.85	0.4	1.18	-5.06
340	Blake Griffin	PF,C	BOS	7	11.3	0.421	1.1	2.7		-0.17	0.826	0.7	0.9		0.13	0.4	-1.04	3.4	-1.21	2.9	-0.70	0.9	-0.89	0.3	-1.09	0.0	-1.07	0.6	0.97	-5.06
341	Justin Champagnie	SG,SF	TOR	2	4.3	1.000	1.5	1.5		1.44	0.000	0.0	0.0		0.00	0.0	-1.50	3.0	-1.26	1.5	-1.24	0.0	-1.33	0.0	-1.74	0.0	-1.07	0.0	1.61	-5.09
342	Kai Jones	PF,C	CHA	8	4.4	0.558	0.6	1.1		0.23	0.500	0.3	0.5		-0.47	0.1	-1.36	1.6	-1.46	0.5	-1.63	0.3	-1.19	0.1	-1.52	0.8	0.64	0.0	1.61	-5.13
343	Nickeil Alexander-Walker	SG,SF	UTA	9	7.7	0.333	1.0	3.0		-0.65	0.786	0.4	0.6		0.01	0.4	-1.03	2.9	-1.28	0.7	-1.55	1.1	-0.79	0.6	-0.44	0.3	-0.43	0.6	0.97	-5.17
344	Terry Taylor	SF,PF	IND	9	11.1	0.365	0.9	2.4		-0.38	0.786	0.4	0.6		0.01	0.2	-1.26	2.4	-1.35	1.9	-1.08	0.6	-1.04	0.2	-1.31	0.4	-0.21	0.2	1.40	-5.22
345	Oshae Brissett	SF,PF	IND	10	12.4	0.424	1.4	3.3		-0.20	0.833	0.5	0.6		0.11	0.8	-0.64	4.1	-1.11	1.7	-1.16	0.3	-1.19	0.3	-1.09	0.0	-1.07	0.5	1.08	-5.27
